Date,Apple_Price,Apple_Transaction_Quantity,Mandarin_Price,Mandarin_Transaction_Quantity,Japanese_Pear_Price,Japanese_Pear_Transaction_Quantity,Hirosaki_Average_Temperature,Hirosaki_Precipitation,Hirosaki_Sunshine_Duration,Hirosaki_Maximum_Snow_Depth,Hirosaki_Snowfall,Hirosaki_Maximum_Wind_Speed,Tokyo_Average_Temperature,Tokyo_Precipitation,Tokyo_Sunshine_Duration,Tokyo_Maximum_Wind_Speed
2018/5/15,427,119330,1790,175,,,18.2,0,9.2,0,0,5.7,22.3,0,12.6,7.8
2018/5/16,,,,,,,22,0,10.8,0,0,6.9,23.5,0,11.3,7.3
2018/5/17,415,208993,1943,7296,,,17,12,0.1,0,0,4.2,24,0,5.8,6.9
2018/5/18,410,120078,1721,545,,,11.3,78,0,0,0,4.9,23.4,0,9.7,7
2018/5/19,420,154780,1701,7671,,,8.8,4,0,0,0,5.5,21.5,0,2.3,8.6
2018/5/20,,,,,,,12.1,0,13.6,0,0,5.1,16.8,0,11,6.3
2018/5/21,429,120460,1589,16655,,,15.6,0,12.1,0,0,4,20.3,0,11,4.9
2018/5/22,438,105421,1524,159,,,16.5,0,12.6,0,0,4.7,21,0,13.4,5.6
2018/5/23,,,,,,,18.5,0,3.1,0,0,4.2,18.6,9,1.3,4.5
2018/5/24,429,139841,1566,13839,,,14.9,0,8.9,0,0,5.3,20.7,6,7.8,5.1
2018/5/25,419,113202,1463,5363,,,15.5,1,2.9,0,0,5.5,22.8,0,8.3,8
2018/5/26,420,119463,1384,12129,,,13.7,0,13.8,0,0,5.7,21.4,0,2.7,4.6
2018/5/27,,,,,,,14.6,0,11.6,0,0,4.5,21.3,0,11.2,5.8
2018/5/28,426,150725,1378,20695,,,16.6,0,9.7,0,0,3.7,21.6,0,0.7,4.9
2018/5/29,424,106080,1387,9134,,,17.2,0,13.3,0,0,4.2,23,0,3.6,6.5
2018/5/30,,,,,,,20,0,2.5,0,0,3.2,21.1,8.5,0.1,5.1
2018/5/31,427,140425,1427,10620,,,17.9,19.5,0.3,0,0,3.8,19.5,0,1.6,5.5
2018/6/1,419,107799,1296,8219,,,15.7,8,0.2,0,0,4.1,21.7,0,9.1,6.4
2018/6/2,404,101432,1217,22234,,,17.1,0,13.1,0,0,4.8,21.9,0,9.9,5.4
2018/6/3,,,,,,,19.5,0,13.6,0,0,3.7,22.5,0,9.8,6
2018/6/4,440,122060,1174,31396,2521,88,20.6,0,13.3,0,0,4.8,23.5,0,13.2,6.1
2018/6/5,436,89989,1227,4693,1673,155,21,0,6.5,0,0,4,23.2,0,6,4.8
2018/6/6,,,,,,,21.1,0,12.1,0,0,4.1,20.3,12.5,0,3.7
2018/6/7,449,123640,1170,32102,1893,207,20.5,0,9.6,0,0,4.4,22.2,1.5,8.5,6.2
2018/6/8,441,73930,1292,6496,2176,144,20.3,1,1.2,0,0,3.4,23.7,1,7.3,7.8
2018/6/9,428,120670,1146,26203,2045,200,15.7,0,4.3,0,0,5.4,25.7,0,8.4,6.2
2018/6/10,,,,,,,15.5,0,4.9,0,0,4.5,20,31,0,6.5
2018/6/11,453,120432,1139,38834,1812,591,17.3,2,4.2,0,0,5.1,18.9,50,0,4.7
2018/6/12,451,88958,1157,5793,1739,670,13.9,27,0,0,0,4.5,20.5,0,1.1,4.7
2018/6/13,,,,,,,13,0,0.6,0,0,4.5,21.5,0,5,5.2
2018/6/14,449,129820,1131,28417,1580,751,13,0,0.9,0,0,4.9,20.6,0,1.3,7
2018/6/15,444,89284,1126,8298,1548,498,13.4,0,3,0,0,3.9,17.6,9.5,0,5.6
2018/6/16,472,86388,1073,30189,1441,646,14.8,0,9,0,0,4.6,15.9,3,0.1,5.1
2018/6/17,,,,,,,15.1,0,2.5,0,0,3,18.7,0,0.4,4.7
2018/6/18,459,114715,1094,48046,1304,1040,17.1,0,2.7,0,0,3.2,19.4,2,0,3.8
2018/6/19,476,69860,1069,11288,1618,200,19.8,0,12.5,0,0,4.1,22.7,0,7.7,5.8
2018/6/20,,,,,,,20.4,0.5,0.4,0,0,5.4,20.8,24.5,0,5.8
2018/6/21,455,97754,1068,39473,1166,842,20.9,1,2.3,0,0,5.3,21.2,2,0,4.4
2018/6/22,485,58944,1011,22780,1108,1119,21.2,0,11.4,0,0,8.5,23.1,0,10.8,6.4
2018/6/23,474,112755,1035,41150,1087,1310,23.2,0,10.8,0,0,4.8,20.6,16,0,4.8
2018/6/24,,,,,,,21.6,0,6.8,0,0,6.5,21.3,2.5,4.1,3.8
2018/6/25,481,79038,1058,39617,971,2394,16.9,0,10.8,0,0,5.5,26.2,0,12.9,5.4
2018/6/26,448,87620,1006,18766,942,6059,17,0,0.1,0,0,2.6,25.7,0,9.2,8.1
2018/6/27,,,,,,,20.7,23.5,3.4,0,0,9.6,27.7,0,7.6,11.2
2018/6/28,473,103750,1046,57235,951,3492,23,0.5,4.9,0,0,4.7,27.4,0,4.8,8.4
2018/6/29,488,57835,1050,13765,885,6582,23,22.5,0,0,0,4.9,28.2,0,12.8,9.4
2018/6/30,507,78065,1079,39682,896,7425,25,1,4.6,0,0,3.9,28.6,0,13.1,9.3
2018/7/1,,,,,,,25.1,0,4.4,0,0,4.9,28.1,0,13.1,8.1
2018/7/2,519,83128,1025,64665,810,5473,26.5,0,7.8,0,0,3.3,28.8,0,13.6,6.7
2018/7/3,519,50145,1115,9329,803,17186,25.2,0,2.6,0,0,4.4,28.4,0,11.4,8.2
2018/7/4,,,,,,,23,49.5,0,0,0,2.3,27.6,0,2.6,9.6
2018/7/5,511,98881,1039,75469,871,11205,20.3,1,0.7,0,0,7.1,26.7,2,0.1,11.1
2018/7/6,526,55230,1109,9234,884,4219,15.9,1.5,0,0,0,2.9,21.7,28.5,0,6.4
2018/7/7,525,85746,1077,47285,978,5048,14.7,25,0,0,0,4.8,25,0,3.1,7.5
2018/7/8,,,,,,,17.3,0,4.3,0,0,3.3,27.4,0,6.8,6
2018/7/9,537,78150,1039,86360,907,8950,18.9,1,1.9,0,0,2.7,27.3,3.5,5.1,6.5
2018/7/10,545,63900,1018,27558,915,3880,22.3,1.5,0.6,0,0,2.6,28.5,0,10.5,7.5
2018/7/11,509,36300,1037,14397,881,9233,21.3,2,3.9,0,0,4.1,29,0,5.5,5
2018/7/12,533,80723,1004,62858,819,10396,22,2.5,0.3,0,0,2.3,26.6,3.5,3.9,6.2
2018/7/13,551,53030,1027,23755,792,12659,23.3,7.5,4.2,0,0,4,29.1,0,8.7,5.6
2018/7/14,565,60285,1039,73404,738,23127,24,0,9,0,0,4.4,30.1,0,8.9,7
2018/7/15,,,,,,,26.3,0,8.8,0,0,7,29.7,0,11.1,6.7
2018/7/16,,,,,,,26.2,0,4,0,0,4.4,29.9,0,11.1,6.8
2018/7/17,543,70640,1000,76206,673,41386,23.4,39.5,0,0,0,2.7,29.9,0,10.2,6.6
2018/7/18,565,60830,1033,14769,624,25940,22.9,3,0.2,0,0,3.5,30.5,0,11.2,5.2
2018/7/19,535,42230,993,44649,596,31973,24.4,0,6.1,0,0,3.9,29.9,0,11.2,6.3
2018/7/20,520,55090,959,30572,545,52210,24.7,0,8.9,0,0,5,29.9,0,12.5,7.3
2018/7/21,568,42735,1002,58339,524,42206,26.8,0,9.5,0,0,4.9,30.5,0,12.6,6.7
2018/7/22,,,,,,,26.9,0,6.4,0,0,5.6,31,0,9.9,5.2
2018/7/23,523,78900,979,65847,494,61527,22.5,10,0.3,0,0,3,32.2,0,10,7.3
2018/7/24,552,40840,1016,22232,482,67811,24,0,10.1,0,0,4.7,29.8,2.5,7.9,5.3
2018/7/25,,,,,,,26,0,11.7,0,0,3.3,28.1,0,3.3,6.4
2018/7/26,533,65635,966,55974,471,119218,25.5,0,10.8,0,0,3.8,26.5,0,3.1,4.3
2018/7/27,525,39430,900,27855,464,96010,24.4,0,10.4,0,0,4,25.4,0,2.9,5.4
2018/7/28,550,63545,970,36509,461,147029,23.2,0,2,0,0,3.5,24,52,0.2,7.9
2018/7/29,,,,,,,28,0,10.9,0,0,5,27.9,15,5.9,6.3
2018/7/30,525,73960,940,70707,439,281514,28.8,0,12.8,0,0,4.1,28,0,2.6,6
2018/7/31,520,43110,1003,18065,432,225166,27.3,0,12.1,0,0,5,28.4,0,8.2,4.7
2018/8/1,590,30980,1137,10997,418,232841,26.5,0,6.1,0,0,6.9,30.3,0,12.5,6.1
2018/8/2,549,42840,940,69724,405,253300,24.5,0,12.9,0,0,5.5,31.2,0,8.3,5.7
2018/8/3,573,44320,933,27483,396,244006,24.1,0,13.4,0,0,4.9,30.5,0,6.4,7.8
2018/8/4,534,37520,945,53797,412,264138,21.5,2.5,0,0,0,3.4,29.8,0,11.1,6.1
2018/8/5,,,,,,,20.7,55,0.4,0,0,4.1,30.4,0,9.9,6.4
2018/8/6,597,55477,943,85614,387,422762,18.9,2,0.7,0,0,5.2,28.7,0,5.2,5.8
2018/8/7,567,38470,963,28713,393,258783,20.3,0,5.2,0,0,5.6,22.2,4.5,0,5.5
2018/8/8,582,58200,1034,32921,382,226293,21.6,0,11.4,0,0,5.3,23.6,41,0,5.9
2018/8/9,588,54205,957,81422,391,230734,22.4,0,10.6,0,0,4.2,27.4,4,1.9,8.3
2018/8/10,574,46490,952,33993,386,225711,23.6,1.5,2.9,0,0,3.2,29.8,0,10.7,6.5
2018/8/11,547,24560,935,49281,375,191950,22.9,2,4.9,0,0,5,28.7,0.5,5.4,5.7
2018/8/12,,,,,,,23.1,0,8.6,0,0,4.4,27.7,0,0.4,4.4
2018/8/13,549,42035,962,28798,347,351039,24,0,10.2,0,0,4.9,27.5,10.5,4.6,6
2018/8/14,,,,,,,25.4,0,2.5,0,0,2.8,28.8,0,10.8,7.7
2018/8/15,,,,,,,24.7,67,0.6,0,0,5.4,29.7,0,11.8,9.5
2018/8/16,,,,,,,21.9,14.5,0.4,0,0,4.9,29.1,0,6.3,10.2
2018/8/17,516,20085,908,8812,324,550999,17.1,9,2,0,0,7.4,26.3,0,10.5,10.4
2018/8/18,530,18711,979,15591,321,259808,17.8,0,10.4,0,0,4.2,22.7,0,11.5,5.9
2018/8/19,,,,,,,19.5,0,7.1,0,0,3.9,23.6,0,9.1,5.9
2018/8/20,551,27070,838,29257,312,498715,21,0,8.4,0,0,3.4,24.7,0,0.3,3.5
2018/8/21,,,865,15092,308,293961,23.2,0,2.6,0,0,2.4,28.2,0,8.3,7.1
2018/8/22,,,,,,,27.7,0.5,8.6,0,0,5.9,29.7,0,11.8,8.5
2018/8/23,481,26568,860,42513,310,489694,27.4,0,12.9,0,0,4.3,29.4,0,5.9,9.5
2018/8/24,455,27580,793,12792,303,308853,25.5,34.5,1.1,0,0,8.2,28.2,7.5,2.9,11
2018/8/25,408,19794,827,25708,297,373443,27.3,0,8.2,0,0,7.1,31.1,0,11.6,7.5
2018/8/26,,,,,,,24,0,3.4,0,0,5.1,31,0,12.2,4.5
2018/8/27,362,22810,796,44137,302,423484,21.8,0,1.9,0,0,4.3,29.4,16,9.8,7.3
2018/8/28,367,27368,759,10208,302,317204,21.4,0,7.8,0,0,4.2,26.6,1,1.9,5
2018/8/29,,,,,,,20.6,0,0.2,0,0,3.1,26.1,0.5,0.6,4.8
2018/8/30,,,787,42743,298,428467,22.2,12.5,1.5,0,0,3.4,28.8,0,6.1,5.6
2018/8/31,374,34517,781,9024,306,256740,23.1,0,1.2,0,0,4.2,28.7,1,9.6,6.1
2018/9/1,383,51105,627,43826,311,316452,20.8,6,0.9,0,0,2.8,25.9,6,0.9,5.7
2018/9/2,,,,,,,21,0,10.4,0,0,3.4,22.1,7.5,0,4.3
2018/9/3,363,72144,530,66132,305,338741,22.6,4.5,6.1,0,0,3.4,23.6,4,1.4,3.7
2018/9/4,361,71890,453,23643,312,287508,26,18.5,5.9,0,0,10.1,26.5,14.5,0,12.9
2018/9/5,,,,,,,24.8,2.5,6,0,0,10,27.6,8.5,9.1,10.4
2018/9/6,332,161097,414,104527,299,507378,23.3,0,10,0,0,5.3,27.6,0,6.2,6.1
2018/9/7,333,129631,375,62376,312,317573,22.7,1,0.2,0,0,6.8,27.5,0,1.4,8.7
2018/9/8,325,158345,393,66638,301,431544,20.7,3,0.9,0,0,3.1,28.8,0,10.3,8.6
2018/9/9,,,,,,,16.6,12,0,0,0,2.6,28.3,0,8.1,8.2
2018/9/10,312,160038,365,179106,295,595098,16.3,50.5,0,0,0,3.3,25.5,38.5,3.5,7.8
2018/9/11,327,122100,321,87543,301,381072,17.6,0,11.1,0,0,2.9,21.4,4,0.3,5.5
2018/9/12,,,,,,,17.8,0,10.6,0,0,3.8,21,0,3.3,5.1
2018/9/13,307,142150,391,215609,285,610136,19.9,0.5,7,0,0,2.7,22.4,0,4.3,4.3
2018/9/14,307,137230,287,128098,288,425764,20.2,0,9.9,0,0,4.4,21.9,7.5,0.2,3.8
2018/9/15,307,214953,360,143717,282,401346,19.2,0,4.6,0,0,2.7,20.5,14.5,0,3.6
2018/9/16,,,,,,,22.3,0,5,0,0,3.4,23.1,0,4.1,3.6
2018/9/17,,,,,,,20.5,0,8.9,0,0,5.2,24.7,26,6.8,6.5
2018/9/18,314,198303,285,349778,265,610317,18,0,9.8,0,0,4.7,23.3,40.5,6.8,6.3
2018/9/19,293,94248,259,146212,264,430803,18.1,0,11.3,0,0,5.8,22.2,0,8,5.8
2018/9/20,278,178397,336,152605,261,363691,18,0,9.1,0,0,4,19.9,40.5,0,4.4
2018/9/21,291,150691,287,194544,262,315473,18.9,0,5.6,0,0,3.8,17.7,36,0,5
2018/9/22,297,147982,258,157113,268,305176,18.6,12,0,0,0,3.7,21.5,0,3.1,2.9
2018/9/23,,,,,,,19.6,0,10.1,0,0,3.6,24.5,0,5,6
2018/9/24,,,,,,,20.4,1,0.7,0,0,4.8,24.4,1.5,2.3,3.9
2018/9/25,288,308978,274,221050,266,498381,17.2,0,0.2,0,0,3.3,21.3,14.5,0,5.1
2018/9/26,271,131495,273,104086,277,237474,15.8,0,6.5,0,0,3,17.7,38.5,0,4.7
2018/9/27,282,101459,272,130346,272,200932,14.7,9,0,0,0,3.8,15.9,19,0,5.5
2018/9/28,284,140752,269,140479,271,204601,15.8,3,3.8,0,0,3.3,19.7,0,11.4,6.7
2018/9/29,288,136535,282,195922,264,195420,16.3,0,3.6,0,0,2.5,18.8,9.5,0,3.6
2018/9/30,,,,,,,16,13,0,0,0,2.3,20.4,34,0.2,11.7
2018/10/1,286,106103,256,462609,267,231921,20,85,4.2,0,0,7.2,26.1,18,10.7,18.2
2018/10/2,314,79780,254,148362,261,163440,16.7,9,6,0,0,7.9,22,0,10.7,5.6
2018/10/3,,,,,,,16.1,0,8.4,0,0,4.9,21,0,0.7,4
2018/10/4,299,143100,259,610800,268,255341,15.2,0,9.4,0,0,3.3,20.1,0,0,4.3
2018/10/5,291,133944,262,382621,290,114708,16.2,0,4.4,0,0,2.7,18.7,9.5,0,4
2018/10/6,313,154301,261,405428,260,181020,16.5,7.5,0,0,0,2.5,23.7,0,7.3,7.6
2018/10/7,,,,,,,19.5,1.5,2.4,0,0,8.6,27.5,0,10.7,9.8
2018/10/8,,,,,,,17,0,7.2,0,0,3.6,21.9,0,0,5
2018/10/9,357,169058,246,617016,284,165784,14.6,0.5,2,0,0,3.7,21.9,0,5.7,4.3
2018/10/10,354,124817,250,334252,299,53103,14.6,15,0,0,0,3.1,22.4,0.5,5.9,5.3
2018/10/11,327,153614,245,475544,294,202628,15.7,14,0,0,0,2.1,21.7,1,0,3.8
2018/10/12,322,100641,252,461538,290,66604,14,4.5,3.9,0,0,5.1,20,0,0.3,5.4
2018/10/13,338,139285,232,542515,301,135120,12.8,0,7.2,0,0,2.8,17.4,0,0,5.1
2018/10/14,,,,,,,13.1,0,7.2,0,0,2.7,16.4,7.5,1,5
2018/10/15,317,158077,244,669921,295,98055,13.3,0,5.9,0,0,2.6,18.1,0.5,0.5,3.5
2018/10/16,310,130136,235,345890,287,108711,13,0,3.6,0,0,3.3,18.4,0,2.1,4
2018/10/17,,,,,,,11,0,3.6,0,0,4.2,18.2,1,4.2,4.7
2018/10/18,323,143452,245,712885,311,139282,10.8,0,6.5,0,0,3.7,17.2,0,3.8,4.7
2018/10/19,321,129462,229,579192,296,41080,11.2,0,9.3,0,0,3.3,16.6,0.5,0.6,4.5
2018/10/20,301,139888,232,563012,302,118548,12.2,0,10,0,0,3.7,16.6,9,6.4,5.5
2018/10/21,,,,,,,12.3,0,10.2,0,0,4.1,16.6,0,10.1,4.6
2018/10/22,318,225579,227,660348,317,88291,12.1,0,9,0,0,2.6,16.6,0,9.6,4.7
2018/10/23,301,119189,226,401491,288,77904,13,0,7.6,0,0,3.2,14.6,1.5,0.4,4.6
2018/10/24,,,,,,,14.2,10.5,3.1,0,0,3.2,17.7,0.5,5.8,4.6
2018/10/25,296,237581,232,667028,310,101992,11.6,0,6.9,0,0,3.7,18.1,0,9.4,4.5
2018/10/26,268,132821,228,482911,338,56958,13.3,0,8.4,0,0,3.9,18,0,2.6,4.2
2018/10/27,283,202723,228,388219,280,80714,13.4,5,0.4,0,0,4.6,19.1,12,3.7,5.8
2018/10/28,,,,,,,10,3.5,1.9,0,0,3.5,16.9,0,3,4.2
2018/10/29,268,168213,247,532650,358,58932,10.3,9,2.9,0,0,6.7,17,0,9.7,4.9
2018/10/30,252,124830,250,209353,303,73105,8.1,11.5,0.8,0,0,4.7,17,0,8.6,5.2
2018/10/31,233,140531,228,337339,308,31833,7.9,9.5,2.3,0,0,5.8,15,0,5.5,4.7
2018/11/1,250,162846,275,485952,296,60475,8.6,13.5,3.4,0,0,4.1,14.7,0,8.9,6.4
2018/11/2,266,205285,269,548812,314,92215,9.9,0,9.4,0,0,3.9,14.5,0,9.6,4.4
2018/11/3,,,,,,,9.8,0,9.8,0,0,3.7,14.9,0,7.3,4.3
2018/11/4,,,,,,,10.5,0,5.3,0,0,2.4,14.8,0,0,4.4
2018/11/5,257,206174,299,1007414,292,60995,10.3,0,6.5,0,0,2.7,18,1.5,2.6,3.8
2018/11/6,279,136380,298,490142,312,46200,11.2,1,5.8,0,0,2.8,17.6,35.5,0.2,3.9
2018/11/7,,,,,,,9.8,0,5.7,0,0,2.9,16.6,0,4.7,5.2
2018/11/8,279,156102,294,1032001,301,47375,10.5,0,5.2,0,0,3.2,16.9,0,5.7,5
2018/11/9,244,202218,296,818035,320,32820,14.3,5.5,0.1,0,0,4.8,15.6,7,0,4
2018/11/10,263,143959,293,767999,289,22005,12.5,4,1.9,0,0,3.8,18.1,1.5,7.2,4.4
2018/11/11,,,,,,,8.6,0,8.8,0,0,6.2,16.3,0,6.8,3.4
2018/11/12,254,158729,291,1031190,287,49015,7.5,9,0.1,0,0,2.4,15.7,0.5,0.5,4.1
2018/11/13,249,152667,285,638270,329,43499,7.8,0,4,0,0,3.6,14.9,1.5,0,4.5
2018/11/14,,,,,,,7.6,1,7.3,0,0,3.6,13.6,0,8.2,4.7
2018/11/15,293,141396,285,1095072,298,23730,7.6,12.5,0.2,0,0,2.3,12.5,0,9.4,4.3
2018/11/16,306,111948,281,877142,311,16900,9.9,2.5,3,0,0,4.5,13,0,6,3.9
2018/11/17,293,121078,281,704793,281,10253,7.5,12.5,4.4,0,0,5.7,14.9,0,8.9,4.5
2018/11/18,,,,,,,6.7,0,5.4,0,0,3.4,13.8,0,3.9,3.8
2018/11/19,295,175457,269,1122816,307,7458,6.8,3,1,0,0,5.1,13.4,8.5,0.3,3.8
2018/11/20,293,107420,272,684894,341,13759,5.8,0.5,3.9,0,0,6.5,11.3,1,3.8,4.1
2018/11/21,298,110009,250,502033,288,15665,5.1,5.5,1.2,0,0,5,11.6,1.5,8.5,3.3
2018/11/22,292,99259,266,1079870,316,12267,4,7,0,0,0,5.3,10.7,4,0.3,4.8
2018/11/23,,,,,,,0.3,8.5,0.9,7,11,5.8,10.8,0,7.6,4.7
2018/11/24,301,160154,272,1249140,314,8710,1.6,0.5,0.8,5,0,5.5,9.4,0,1.4,3.7
2018/11/25,,,,,,,4.6,0.5,3,0,0,3.6,10.1,0,8,4.3
2018/11/26,325,156313,280,1093460,344,18395,6.4,0.5,7.5,0,0,3.4,12.4,0,6.2,3.9
2018/11/27,303,84584,247,774121,318,14655,8.2,1,3.9,0,0,3.6,13.8,0,5.1,3.3
2018/11/28,338,94032,260,525333,280,1990,7.2,0.5,1.2,0,0,3.9,14.1,0,7.9,3.8
2018/11/29,306,116812,279,1011734,406,3646,3.8,0,3.9,0,0,5.1,12.8,0.5,3.1,5.5
2018/11/30,325,136490,263,632910,344,5950,1.7,0,3,0,0,6.3,12.4,0,8.9,4.3
2018/12/1,290,147895,281,1046397,342,12431,1.3,12,0.2,2,3,4.9,12,0,8.4,6.1
2018/12/2,,,,,,,3.5,0,8.2,1,0,2.8,10,0,0,3.7
2018/12/3,307,155771,294,1224078,329,12937,6.6,0,8.4,0,0,2.2,13.2,0,1.9,4.2
2018/12/4,336,145978,295,756365,425,7066,11.7,22,0.7,0,0,5.6,17.7,0,6,8.8
2018/12/5,,,,,,,5.4,0.5,3,0,0,6.5,16.8,0,1,5.8
2018/12/6,322,218503,303,1352340,371,19622,0.6,19,0,13,14,2.4,10.1,18,0,5.8
2018/12/7,339,134593,288,1065590,437,2155,0.5,19.5,1.4,19,15,10.1,12.2,0,1.3,5.2
2018/12/8,357,153220,303,960756,302,6687,-2.6,5,0.2,22,7,4.7,9.3,0,3.8,4.5
2018/12/9,,,,,,,-3.1,5.5,3.7,23,8,5.2,7.8,0,2.3,5
2018/12/10,339,188401,319,1402877,349,15096,-2.6,6,0.6,28,9,5.2,5.9,0,1.5,5.7
2018/12/11,288,191015,303,741151,439,4994,-0.3,0,5,27,1,5.8,4.7,7,0.8,5.2
2018/12/12,,,,,,,0,29,0,27,12,4.7,6.9,15,0.7,6.9
2018/12/13,317,202876,326,1298548,411,7123,0.3,7.5,2.3,39,16,3.5,6.7,0.5,0.4,5.8
2018/12/14,320,178262,313,1144911,349,3156,-1.1,21.5,3.2,47,30,5.6,6.3,0,7.6,7.2
2018/12/15,309,157157,322,971814,384,19303,-0.7,1.5,1.8,47,2,4.3,6.1,0,8.9,7.3
2018/12/16,,,,,,,2.4,2,0.5,39,0,3.1,3.3,0,1.7,3.3
2018/12/17,305,146114,325,1445682,373,13397,3.2,4,6.7,32,0,2.6,6.6,2.5,4.6,3.5
2018/12/18,369,135478,309,868291,380,5790,2.2,0.5,3.2,26,1,7.6,8.9,0,8.5,6
2018/12/19,336,150463,318,628669,303,2697,2.5,0,1.6,24,1,5.8,8.2,0,8.6,4.3
2018/12/20,395,168489,317,1357122,360,9738,3.1,0,0.5,22,0,5.8,8.7,0,6.4,3.3
2018/12/21,311,151641,325,1275153,383,1425,2.7,0,4.2,22,0,4.1,8.9,0,8.2,3.6
2018/12/22,358,169006,320,1324570,325,4156,3.5,0,6.2,19,0,3,9,0.5,0.3,4.6
2018/12/23,,,,,,,3.1,0,0.4,19,1,3.7,9.9,0.5,0.3,3.6
2018/12/24,335,154355,322,2050919,454,910,0.3,4,3,18,6,5.9,8.2,0,8.2,8.1
2018/12/25,340,153636,309,1280764,480,5140,1.6,0.5,4.8,17,0,4.1,5.8,0,7.9,3.8
2018/12/26,335,115936,322,1291449,305,855,1.7,0.5,4.1,18,3,5.4,7.3,0,4.2,4.1
2018/12/27,326,168832,313,1390876,280,605,-4.2,4.5,0,25,11,9.4,9,0,8,4.8
2018/12/28,318,218752,299,1254984,275,941,-4.2,13,1.9,43,19,5.4,4.8,0,8.9,9
2018/12/29,359,163903,292,967957,370,470,-3.2,19,2.6,61,24,5.2,4.3,0,7.4,6.3
2018/12/30,,,,,,,-2.1,13,2,63,15,5.8,4.8,0,8.8,8.7
2018/12/31,,,,,,,-0.6,12,1.5,72,11,4.1,4.9,0,8.7,6
2019/1/1,,,,,,,-0.8,0.5,1.3,66,0,4.2,5.3,0,8.9,4.7
2019/1/2,,,,,,,-2.1,4.5,2.1,66,9,4.5,6.2,0,8.7,5.8
2019/1/3,,,,,,,-1.5,1,0.4,68,4,4.3,4.9,0,8.9,6.6
2019/1/4,,,,,,,0.5,0,2.8,62,0,5.2,5.1,0,8.9,4.1
2019/1/5,321,154017,275,442153,506,139,-0.7,5.5,0.6,62,8,7.1,7.4,0,8.9,5.4
2019/1/6,,,,,,,-1.6,0,0.5,61,0,5.3,5.3,0,2.7,5.2
2019/1/7,317,212871,288,820637,504,750,-2,0.5,1.7,56,4,4.6,5.4,0,8.8,6.8
2019/1/8,296,190257,300,574113,504,1229,-1.4,0,3.2,56,9,5.3,4.6,0,8.5,3.2
2019/1/9,,,,,,,-1.3,1.5,1.1,56,5,5,4.5,0,9,9.3
2019/1/10,312,209681,295,740662,561,2430,3.7,0.5,1.1,54,4,5.6,2,0,1.8,3.8
2019/1/11,362,215822,292,702269,344,3485,-0.3,1,1.6,49,4,6.3,6.4,0,8.8,7.1
2019/1/12,287,268325,289,618233,340,775,0.7,0,1.7,48,0,3.7,4.6,0,0,4.7
2019/1/13,,,,,,,-1.4,0,7,47,0,2.6,6.2,0,6.6,4.2
2019/1/14,,,,,,,-2,0,7.5,46,0,2,5.6,0,9.1,3.5
2019/1/15,291,290432,298,744547,281,75,0.6,5.5,3,45,0,7.3,5.6,0.5,2.9,7.3
2019/1/16,385,193986,280,223118,277,8050,-1.2,1,4.7,44,3,6.4,6.6,0,6.8,6
2019/1/17,329,245816,305,519748,269,1550,-3.4,5,0,50,11,8.1,6.6,0,8.8,4.8
2019/1/18,289,227865,293,522836,301,475,-3,2,1.8,52,4,5.6,5.9,0,9.2,8.2
2019/1/19,285,223185,316,557887,333,3540,-0.5,0,4.5,49,0,4.3,6.6,0,9,5.2
2019/1/20,,,,,,,-1.2,8.5,0,58,13,5.9,7.1,0,8.1,8.3
2019/1/21,284,267190,316,721039,274,155,-4.2,12.5,0.1,71,16,6,5.8,0,9.2,6.6
2019/1/22,291,219479,310,426067,271,2845,-1.8,0,4.3,68,0,4.8,5,0,8.7,6.3
2019/1/23,,,,,,,-0.8,8.5,1,63,8,6.2,6.7,0,9,6.2
2019/1/24,292,277674,328,632825,293,9694,-2.9,11,0.7,72,13,6.7,6.2,0,9.2,6.9
2019/1/25,289,243691,317,514020,370,1850,-2.1,0.5,5.8,72,0,3.4,6,0,3.5,5.4
2019/1/26,290,242998,326,536407,,,-2.8,0,1.2,63,0,3,4.5,0,6.1,9.6
2019/1/27,,,,,,,-3.2,2,0.1,66,5,3.7,4.6,0,9.4,8
2019/1/28,275,376539,343,571725,389,400,-1.3,10.5,0.3,64,6,5.6,6.5,0,5,7.4
2019/1/29,283,283981,312,427179,284,300,1.8,7,1,70,8,7.5,6,0,9.3,10.5
2019/1/30,,,,,,,2,0.5,1.9,66,1,4.3,5.2,0,8.4,4.5
2019/1/31,298,359751,347,509096,267,205,-0.7,3.5,0.5,61,0,6.2,5.1,15.5,0,7
2019/2/1,293,275053,346,476039,384,2600,-4.7,4.5,0,68,11,7.2,4.1,0,9.4,8.6
2019/2/2,286,235976,343,531822,336,3500,-0.8,4,6.3,72,5,9.9,6,0,9.5,3.9
2019/2/3,,,,,,,0.7,0,3.5,66,0,3.7,8.5,0,8.5,5.1
2019/2/4,278,313072,357,475588,,,0.7,9,0.1,61,0,6.8,13.2,0,8.9,6.9
2019/2/5,287,239401,365,525820,389,1500,-0.2,4,5.8,66,10,5.7,6.7,0,0,6.6
2019/2/6,,,,,,,1.3,2,0,66,2,2.6,5.7,15,0.5,5.4
2019/2/7,278,335630,354,521022,,,-0.6,15,0,76,18,5.7,9.6,0,6.6,5.8
2019/2/8,286,278892,352,443597,,,-7.3,8.5,0.4,83,7,7.4,6.1,0,3.5,6.4
